rank	score	R0	R14	R7	A_s27	B_s27	C_s9	D_open	blanks	penalty
11872	3661	craqueleachtigs	polymelkzuurtje	babyzwemstertje	1589	1508	518	118	1	72
11873	3661	craqueleachtigs	papyruszuiltjes	babyzwemstertje	1589	1508	518	118	1	72
11874	3661	cliquetsystemen	snuffelvluchtje	babyzwemstertje	1589	1508	518	118	1	72
11875	3661	chequeformulier	pompoencurrytje	babyzwemstertje	1643	1454	518	118	1	72
11876	3661	chequeformulier	polychromeurtje	babyzwemstertje	1643	1454	518	118	1	72
11877	3661	chequeformulier	hexylresorcinol	babyzwemstertje	1643	1454	518	118	1	72
11878	3661	chequeformulier	lymflichaampjes	babyzwemstertje	1643	1481	518	118	2	99
11879	3661	chequeformulier	barycentrumpjes	babyzwemstertje	1643	1481	518	118	2	99
11880	3661	geschenkcheques	vrouwtjespauwen	babyzwemstertje	1724	1346	518	118	1	45
11881	3661	geschenkcheques	zenuwsysteempje	babyzwemstertje	1724	1373	518	118	1	72
11882	3661	geschenkcheques	laryngograafjes	babyzwemstertje	1724	1373	518	118	1	72
11883	3661	geschenkcheques	knuffeltypetjes	babyzwemstertje	1724	1373	518	118	1	72
11884	3661	geschenkcheques	juryvergadering	babyzwemstertje	1724	1373	518	118	1	72
11885	3661	geschenkcheques	kauwgummiwikkel	babyzwemstertje	1724	1427	518	118	2	126
11886	3661	geschenkcheques	kaliumhydroxide	babyzwemstertje	1724	1481	518	118	2	180
11887	3661	quizmasterschap	snuffelvluchtje	proxyservertjes	1508	1508	527	118	0	0
11888	3661	luchtwegwijzers	quizmasterschap	proxyservertjes	1508	1508	527	118	0	0
11889	3661	luchtwegwijzers	quichebuffetten	proxyservertjes	1508	1508	527	118	0	0
11890	3661	jacquardweefsel	kauwgummiachtig	proxyservertjes	1562	1454	527	118	0	0
11891	3661	jacquardweefsel	vluchtreflexjes	proxyservertjes	1562	1562	527	118	2	108
11892	3661	jacquardweefsel	lewylichaampjes	proxyservertjes	1562	1562	527	118	2	108
11893	3661	wetenschapsquiz	zelfbeschouwing	proxyservertjes	1589	1427	527	118	0	0
11894	3661	wetenschapsquiz	vruchtenmuffins	proxyservertjes	1589	1427	527	118	0	0
11895	3661	wetenschapsquiz	snuffelvluchten	proxyservertjes	1589	1427	527	118	0	0
11896	3661	wetenschapsquiz	bouwvakkersfuif	proxyservertjes	1589	1427	527	118	0	0
11897	3661	wetenschapsquiz	blauwdrukachtig	proxyservertjes	1589	1427	527	118	0	0
11898	3661	quichebuffetjes	bomwaarschuwing	proxyservertjes	1589	1427	527	118	0	0
11899	3661	craqueleachtigs	kauwgummiwikkel	proxyservertjes	1589	1427	527	118	0	0
11900	3661	craqueleachtigs	buffalowurmpjes	proxyservertjes	1589	1427	527	118	0	0
11901	3661	craqueleachtigs	bouwvakkersfuif	proxyservertjes	1589	1427	527	118	0	0
11902	3661	chequebedragjes	zelfbeschouwing	proxyservertjes	1589	1427	527	118	0	0
11903	3661	chequebedragjes	zelfbeschouwers	proxyservertjes	1589	1427	527	118	0	0
11904	3661	chequebedragjes	vruchtenmuffins	proxyservertjes	1589	1427	527	118	0	0
11905	3661	chequebedragjes	snuffelvluchten	proxyservertjes	1589	1427	527	118	0	0
11906	3661	chequebedragjes	kauwgummiwikkel	proxyservertjes	1589	1427	527	118	0	0
11907	3661	chequebedragjes	bouwvakkersfuif	proxyservertjes	1589	1427	527	118	0	0
11908	3661	chequebedragjes	bomwaarschuwing	proxyservertjes	1589	1427	527	118	0	0
11909	3661	chequebedragjes	blauwdrukachtig	proxyservertjes	1589	1427	527	118	0	0
11910	3661	babyglimlachjes	chiquelingetjes	proxyservertjes	1589	1535	527	118	2	108
11911	3661	bouwcuratrixjes	maaltijdcheques	proxyservertjes	1616	1508	527	118	2	108
11912	3661	jacquardmachine	zelfhulpmodulen	proxyservertjes	1643	1373	527	118	0	0
11913	3661	jacquardmachine	showbizzvlogger	proxyservertjes	1643	1373	527	118	0	0
11914	3661	jacquardmachine	showbizzfiguren	proxyservertjes	1643	1373	527	118	0	0
11915	3661	jacquardmachine	bouwvakkershelm	proxyservertjes	1643	1373	527	118	0	0
11916	3661	jacquardmachine	zelfhulpmodulus	proxyservertjes	1643	1481	527	118	1	108
11917	3661	jacquardmachine	babyzwemmertjes	proxyservertjes	1643	1481	527	118	2	108
11918	3661	chequeformulier	wolkschaduwtjes	proxyservertjes	1643	1373	527	118	0	0
11919	3661	chequeformulier	vluchtweggetjes	proxyservertjes	1643	1373	527	118	0	0
11920	3661	chequeformulier	vluchtwagentjes	proxyservertjes	1643	1373	527	118	0	0
11921	3661	chequeformulier	vluchtpoginkjes	proxyservertjes	1643	1373	527	118	0	0
11922	3661	chequeformulier	vijftigscheutig	proxyservertjes	1643	1373	527	118	0	0
11923	3661	chequeformulier	twijfelzuchtigs	proxyservertjes	1643	1373	527	118	0	0
11924	3661	chequeformulier	showbizzblogjes	proxyservertjes	1643	1373	527	118	0	0
11925	3661	chequeformulier	ketchupmagazijn	proxyservertjes	1643	1373	527	118	0	0
11926	3661	chequeformulier	luchtpijpgezwel	proxyservertjes	1643	1400	527	118	1	27
11927	3661	chequeformulier	wervelschijfjes	proxyservertjes	1643	1427	527	118	2	54
11928	3661	geschenkcheques	zwemvleugeltjes	proxyservertjes	1724	1292	527	118	0	0
11929	3661	geschenkcheques	zwavelzwammetje	proxyservertjes	1724	1292	527	118	0	0
11930	3661	geschenkcheques	zwavelzuurtanks	proxyservertjes	1724	1292	527	118	0	0
11931	3661	geschenkcheques	zwavelkleurstof	proxyservertjes	1724	1292	527	118	0	0
11932	3661	geschenkcheques	zwaluwpluvieren	proxyservertjes	1724	1292	527	118	0	0
11933	3661	geschenkcheques	zelfkwellinkjes	proxyservertjes	1724	1292	527	118	0	0
11934	3661	geschenkcheques	wikkelfiguurtje	proxyservertjes	1724	1292	527	118	0	0
11935	3661	geschenkcheques	wervelzenuwtjes	proxyservertjes	1724	1292	527	118	0	0
11936	3661	geschenkcheques	vuurwerkwinkels	proxyservertjes	1724	1292	527	118	0	0
11937	3661	geschenkcheques	vuurwerkdampjes	proxyservertjes	1724	1292	527	118	0	0
11938	3661	geschenkcheques	vrouwenfilmpjes	proxyservertjes	1724	1292	527	118	0	0
11939	3661	geschenkcheques	vleugelbreukjes	proxyservertjes	1724	1292	527	118	0	0
11940	3661	geschenkcheques	verbouwingswerk	proxyservertjes	1724	1292	527	118	0	0
11941	3661	geschenkcheques	uitwijkmaneuver	proxyservertjes	1724	1292	527	118	0	0
11942	3661	geschenkcheques	terugverwijzing	proxyservertjes	1724	1292	527	118	0	0
11943	3661	geschenkcheques	kauwgumverkoper	proxyservertjes	1724	1292	527	118	0	0
11944	3661	geschenkcheques	kauwgummiwerend	proxyservertjes	1724	1292	527	118	0	0
11945	3661	geschenkcheques	kauwgumafzetten	proxyservertjes	1724	1292	527	118	0	0
11946	3661	geschenkcheques	kauwgomkleurigs	proxyservertjes	1724	1292	527	118	0	0
11947	3661	geschenkcheques	kauwgomgeurtjes	proxyservertjes	1724	1292	527	118	0	0
11948	3661	geschenkcheques	kauwgomafzetjes	proxyservertjes	1724	1292	527	118	0	0
11949	3661	geschenkcheques	frituurwalmpjes	proxyservertjes	1724	1292	527	118	0	0
11950	3661	geschenkcheques	fluweelwevertje	proxyservertjes	1724	1292	527	118	0	0
11951	3661	geschenkcheques	fluweelweefster	proxyservertjes	1724	1292	527	118	0	0
11952	3661	geschenkcheques	fluweelkleurige	proxyservertjes	1724	1292	527	118	0	0
11953	3661	geschenkcheques	flauwvallertjes	proxyservertjes	1724	1292	527	118	0	0
11954	3661	geschenkcheques	duizendklauwigs	proxyservertjes	1724	1292	527	118	0	0
11955	3661	geschenkcheques	buizerdsvleugel	proxyservertjes	1724	1292	527	118	0	0
11956	3661	geschenkcheques	buffelkuddetjes	proxyservertjes	1724	1292	527	118	0	0
11957	3661	geschenkcheques	zelfhulpnetwerk	proxyservertjes	1724	1400	527	118	1	108
11958	3661	geschenkcheques	zelfhulpmodules	proxyservertjes	1724	1400	527	118	1	108
11959	3661	geschenkcheques	luxeverblijfjes	proxyservertjes	1724	1400	527	118	2	108
11960	3661	geschenkcheques	babydolfijntjes	proxyservertjes	1724	1400	527	118	2	108
11961	3661	geschenkcheques	wegwerpculturen	proxyservertjes	1724	1427	527	118	1	135
11962	3661	geschenkcheques	aliquotvleugels	proxyservertjes	1724	1562	527	118	1	270
11963	3661	chequeformulier	proxyservertjes	croquetballetje	1643	1481	527	118	2	108
11964	3661	geschenkcheques	safesexpartytje	croquetballetje	1724	1427	527	118	2	135
11965	3661	geschenkcheques	proxyverbinding	croquetballetje	1724	1427	527	118	2	135
11966	3661	geschenkcheques	papyrusfragment	croquetballetje	1724	1427	527	118	2	135
11967	3661	chequeformulier	proxyservertjes	calqueerplaatje	1643	1481	527	118	2	108
11968	3661	geschenkcheques	vrouwenlobbytje	calqueerplaatje	1724	1427	527	118	2	135
11969	3661	geschenkcheques	safesexpartytje	calqueerplaatje	1724	1427	527	118	2	135
11970	3661	geschenkcheques	proxyverbinding	calqueerplaatje	1724	1427	527	118	2	135
11971	3661	geschenkcheques	lymfweefseltjes	bouquetreeksjes	1724	1400	527	118	2	108
11972	3661	vluchtreflexjes	verrekencheques	polymelkzuurtje	1562	1508	536	118	2	63
11973	3661	vluchtreflexjes	quizmasterschap	polymelkzuurtje	1562	1508	536	118	2	63
11974	3661	wetenschapsquiz	thuiscomplexjes	polymelkzuurtje	1589	1481	536	118	2	63
11975	3661	chequebedragjes	playboyachtigst	polymelkzuurtje	1589	1562	536	118	2	144
11976	3661	chequeformulier	vrachtwagenwrak	polymelkzuurtje	1643	1400	536	118	1	36
11977	3661	chequeformulier	schrikreflexjes	polymelkzuurtje	1643	1427	536	118	2	63
11978	3661	geschenkcheques	zenuwgaswolkjes	polymelkzuurtje	1724	1319	536	118	1	36
11979	3661	geschenkcheques	werkverblijfjes	polymelkzuurtje	1724	1319	536	118	1	36
11980	3661	geschenkcheques	wenkbrauwliftje	polymelkzuurtje	1724	1319	536	118	1	36
11981	3661	geschenkcheques	walvisvrouwtjes	polymelkzuurtje	1724	1319	536	118	1	36
11982	3661	geschenkcheques	vijftigkluizige	polymelkzuurtje	1724	1319	536	118	1	36
11983	3661	geschenkcheques	buffelwevertjes	polymelkzuurtje	1724	1319	536	118	1	36
11984	3661	geschenkcheques	torxsleuteltjes	polymelkzuurtje	1724	1346	536	118	2	63
11985	3661	bouwcuratrixjes	croquetballetje	polychromatisch	1616	1481	536	118	2	90
11986	3661	bouwcuratrixjes	becquerelletjes	polychromatisch	1616	1481	536	118	2	90
11987	3661	babyglimlachjes	perscommuniques	juryrechtspraak	1589	1535	536	118	2	117
11988	3661	chequeformulier	benzoylperoxide	juryrechtspraak	1643	1454	536	118	2	90
11989	3661	bouwcuratrixjes	labyrintvochten	chiquelingetjes	1616	1427	545	118	1	45
11990	3661	flauwekulexcuus	bodyshoppertjes	chiquelingetjes	1697	1373	545	118	2	72
11991	3661	flauwekulexcuus	babyshampootjes	chiquelingetjes	1697	1373	545	118	2	72
11992	3661	vluchtreflexjes	babyzwemmertjes	chequebedragjes	1562	1481	563	118	2	63
11993	3661	wetenschapsquiz	proxyservertjes	chequebedragjes	1589	1481	563	118	1	90
11994	3661	bouwcuratrixjes	zelfhulpnetwerk	chequebedragjes	1616	1400	563	118	1	36
11995	3661	bouwcuratrixjes	lymfweefseltjes	chequebedragjes	1616	1400	563	118	1	36
11996	3661	bouwcuratrixjes	enzymvorminkjes	chequebedragjes	1616	1400	563	118	1	36
11997	3661	bouwcuratrixjes	apocalyptischte	chequebedragjes	1616	1454	563	118	2	90
11998	3661	bouwcuratrixjes	apocalyptischer	chequebedragjes	1616	1454	563	118	2	90
11999	3661	chequeformulier	safesexpartytje	chequebedragjes	1643	1427	563	118	1	90
12000	3661	chequeformulier	proxyverbinding	chequebedragjes	1643	1427	563	118	1	90
12001	3661	chiquelingetjes	bouwvakkersfuif	playbackshowtje	1535	1427	581	118	0	0
12002	3661	jacquardweefsel	thuiscomplexjes	playbackshowtje	1562	1481	581	118	2	81
12003	3661	aliquotvleugels	schuldafwijzing	playbackshowtje	1562	1454	581	118	2	54
12004	3661	wetenschapsquiz	inauguratrixjes	playbackshowtje	1589	1373	581	118	0	0
12005	3661	wetenschapsquiz	bauxietkleurigs	playbackshowtje	1589	1373	581	118	0	0
12006	3661	wetenschapsquiz	keuzeparadoxjes	playbackshowtje	1589	1400	581	118	1	27
12007	3661	wetenschapsquiz	kaliumhydroxide	playbackshowtje	1589	1481	581	118	2	108
12008	3661	quichebuffetjes	proxyservertjes	playbackshowtje	1589	1481	581	118	2	108
12009	3661	quichebuffetjes	kaliumhydroxide	playbackshowtje	1589	1481	581	118	2	108
12010	3661	chequebedragjes	wolframtrioxide	playbackshowtje	1589	1373	581	118	0	0
12011	3661	chequebedragjes	kauwgummiachtig	playbackshowtje	1589	1454	581	118	2	81
12012	3661	chequebedragjes	proxyservertjes	playbackshowtje	1589	1481	581	118	2	108
12013	3661	chequebedragjes	kaliumhydroxide	playbackshowtje	1589	1481	581	118	2	108
12014	3661	bouwcuratrixjes	hongermannequin	playbackshowtje	1616	1346	581	118	0	0
12015	3661	bouwcuratrixjes	etiquettetipjes	playbackshowtje	1616	1400	581	118	2	54
12016	3661	jacquardmachine	zelfhulpnetwerk	playbackshowtje	1643	1400	581	118	2	81
12017	3661	jacquardmachine	luxebungalowtje	playbackshowtje	1643	1400	581	118	2	81
12018	3661	jacquardmachine	buurtmentrixjes	playbackshowtje	1643	1400	581	118	2	81
12019	3661	chequeformulier	marketingmixjes	playbackshowtje	1643	1319	581	118	0	0
12020	3661	chequeformulier	vijftigkluizigs	playbackshowtje	1643	1346	581	118	1	27
12021	3661	chequeformulier	torxsleuteltjes	playbackshowtje	1643	1346	581	118	1	27
12022	3661	chequeformulier	kwakzalverschap	playbackshowtje	1643	1400	581	118	2	81
12023	3661	chequeformulier	havencomplexjes	playbackshowtje	1643	1400	581	118	2	81
12024	3661	chequeformulier	beschouwelijkst	playbackshowtje	1643	1400	581	118	2	81
12025	3661	chequeformulier	afschuwelijkste	playbackshowtje	1643	1400	581	118	2	81
12026	3661	chequeformulier	afschuwelijkers	playbackshowtje	1643	1400	581	118	2	81
12027	3661	chequeformulier	abdijcomplexjes	playbackshowtje	1643	1400	581	118	2	81
12028	3661	geschenkcheques	vuilnisvrouwtje	playbackshowtje	1724	1319	581	118	2	81
12029	3661	geschenkcheques	vleugelmouwtjes	playbackshowtje	1724	1319	581	118	2	81
12030	3661	geschenkcheques	vijftigkluizige	playbackshowtje	1724	1319	581	118	2	81
12031	3661	geschenkcheques	marketingmixjes	playbackshowtje	1724	1319	581	118	2	81
12032	3661	geschenkcheques	kauwgumpaaltjes	playbackshowtje	1724	1319	581	118	2	81
12033	3661	geschenkcheques	kauwgummimosjes	playbackshowtje	1724	1319	581	118	2	81
12034	3661	geschenkcheques	kauwgummifirmas	playbackshowtje	1724	1319	581	118	2	81
12035	3661	geschenkcheques	kauwgummiballen	playbackshowtje	1724	1319	581	118	2	81
12036	3661	geschenkcheques	kauwgumballetje	playbackshowtje	1724	1319	581	118	2	81
12037	3661	geschenkcheques	gaffelklauwtjes	playbackshowtje	1724	1319	581	118	2	81
12038	3661	geschenkcheques	fluweelboompjes	playbackshowtje	1724	1319	581	118	2	81
12039	3661	geschenkcheques	buffelwevertjes	playbackshowtje	1724	1319	581	118	2	81
12040	3661	chiquelingetjes	babyzwemmertjes	flauwekulexcuus	1535	1481	599	118	2	72
12041	3660	wetenschapsquiz	polymelkzuurtje	vluchtwagentjes	1589	1508	491	108	1	36
12042	3660	wetenschapsquiz	textielcyclusje	vluchtwagentjes	1589	1562	491	108	2	90
12043	3660	chequeformulier	babyparfummetje	vluchtwagentjes	1643	1454	491	108	1	36
12044	3660	chequeformulier	benzoylperoxide	vluchthaventjes	1643	1454	491	108	1	36
12045	3660	wetenschapsquiz	woestijnlynxjes	vleugelvruchtje	1589	1508	491	108	1	36
12046	3660	wetenschapsquiz	textielcyclusje	twijfelzuchtigs	1589	1562	491	108	2	90
12047	3660	chequeformulier	proxyverbinding	twijfelzuchtigs	1643	1427	491	108	1	9
12048	3660	craqueleachtigs	papyruszuiltjes	showbizzvlogger	1589	1508	491	108	1	36
12049	3660	cliquetsystemen	jezuscomplexjes	showbizzvlogger	1589	1508	491	108	1	36
12050	3660	chequebedragjes	snuffelvluchtje	showbizzvlogger	1589	1508	491	108	1	36
12051	3660	chequebedragjes	polymelkzuurtje	showbizzvlogger	1589	1508	491	108	1	36
12052	3660	chequebedragjes	papyruszuiltjes	showbizzvlogger	1589	1508	491	108	1	36
12053	3660	jacquardmachine	benzoylperoxide	showbizzvlogger	1643	1454	491	108	1	36
12054	3660	jacquardmachine	bariumhydroxide	showbizzvlogger	1643	1454	491	108	1	36
12055	3660	jacquardmachine	babyzwemmertjes	showbizzvlogger	1643	1481	491	108	2	63
12056	3660	chequeformulier	polychromeurtje	showbizzvlogger	1643	1454	491	108	1	36
12057	3660	chequeformulier	benzoylperoxide	showbizzvlogger	1643	1454	491	108	1	36
12058	3660	chequeformulier	bariumhydroxide	showbizzvlogger	1643	1454	491	108	1	36
12059	3660	chequeformulier	polyglottischen	showbizzvlogger	1643	1481	491	108	2	63
12060	3660	chequeformulier	lymflichaampjes	showbizzvlogger	1643	1481	491	108	2	63
12061	3660	chequeformulier	babyzwemmertjes	showbizzvlogger	1643	1481	491	108	2	63
12062	3660	geschenkcheques	wolframtrioxide	showbizzvlogger	1724	1373	491	108	1	36
12063	3660	geschenkcheques	tikjuffrouwtjes	showbizzvlogger	1724	1373	491	108	1	36
12064	3660	geschenkcheques	polymeerbedrijf	showbizzvlogger	1724	1373	491	108	1	36
12065	3660	geschenkcheques	polymaaltijdjes	showbizzvlogger	1724	1373	491	108	1	36
12066	3660	geschenkcheques	knuffeltypetjes	showbizzvlogger	1724	1373	491	108	1	36
12067	3660	geschenkcheques	flexwerkstertje	showbizzvlogger	1724	1373	491	108	1	36
12068	3660	geschenkcheques	flexowritertjes	showbizzvlogger	1724	1373	491	108	1	36
12069	3660	geschenkcheques	duivelsklauwtje	showbizzvlogger	1724	1373	491	108	1	36
12070	3660	geschenkcheques	bodypumpstertje	showbizzvlogger	1724	1373	491	108	1	36
12071	3660	geschenkcheques	barjuffrouwtjes	showbizzvlogger	1724	1373	491	108	1	36
12072	3660	geschenkcheques	badjuffrouwtjes	showbizzvlogger	1724	1373	491	108	1	36
12073	3660	geschenkcheques	luxebungalowtje	showbizzvlogger	1724	1400	491	108	2	63
12074	3660	geschenkcheques	babytemperatuur	showbizzvlogger	1724	1400	491	108	2	63
12075	3660	geschenkcheques	babydolfijntjes	showbizzvlogger	1724	1400	491	108	2	63
12076	3660	vluchtreflexjes	perscommuniques	sherryweduwtjes	1562	1535	491	108	1	36
12077	3660	geschenkcheques	keuzeparadoxjes	rugbybijbeltjes	1724	1400	491	108	2	63
12078	3660	geschenkcheques	fluweelwormpjes	rugbybijbeltjes	1724	1400	491	108	2	63
12079	3660	babyglimlachjes	perscommuniques	purperzwaluwtje	1589	1535	491	108	2	63
12080	3660	babyglimlachjes	chiquelingetjes	purperzwaluwtje	1589	1535	491	108	2	63
12081	3660	babyglimlachjes	chequebedragjes	purperzwaluwtje	1589	1589	491	108	2	117
12082	3660	jacquardmachine	bariumhydroxide	purperzwaluwtje	1643	1454	491	108	1	36
12083	3660	jacquardmachine	babyglimlachjes	purperzwaluwtje	1643	1589	491	108	2	171
12084	3660	geschenkcheques	juryvergadering	purperzwaluwtje	1724	1373	491	108	1	36
12085	3660	geschenkcheques	bodybuildertjes	purperzwaluwtje	1724	1373	491	108	1	36
12086	3660	geschenkcheques	babymaaltijdjes	purperzwaluwtje	1724	1373	491	108	1	36
12087	3660	geschenkcheques	keuzeparadoxjes	purperzwaluwtje	1724	1400	491	108	2	63
12088	3660	geschenkcheques	kaliumhydroxide	purperzwaluwtje	1724	1481	491	108	2	144
12089	3660	chequeformulier	thuiscomplexjes	polymaaltijdjes	1643	1481	491	108	2	63
12090	3660	geschenkcheques	kauwwerktuigjes	polymaaltijdjes	1724	1373	491	108	1	36
12091	3660	geschenkcheques	kauwgumafzetjes	polymaaltijdjes	1724	1373	491	108	1	36
12092	3660	geschenkcheques	inauguratrixjes	polymaaltijdjes	1724	1373	491	108	1	36
12093	3660	geschenkcheques	flexwerkstertje	polymaaltijdjes	1724	1373	491	108	1	36
12094	3660	geschenkcheques	flexowritertjes	polymaaltijdjes	1724	1373	491	108	1	36
12095	3660	geschenkcheques	bauxietweggetje	polymaaltijdjes	1724	1373	491	108	1	36
12096	3660	geschenkcheques	luxebungalowtje	polymaaltijdjes	1724	1400	491	108	2	63
12097	3660	geschenkcheques	fluweelwormpjes	polymaaltijdjes	1724	1400	491	108	2	63
12098	3660	bouwcuratrixjes	croquethamertje	polykristallijn	1616	1481	491	108	1	36
12099	3660	bouwcuratrixjes	maaltijdcheques	polykristallijn	1616	1508	491	108	2	63
12100	3660	bouwcuratrixjes	quichebuffetjes	polykristallijn	1616	1589	491	108	2	144
12101	3660	geschenkcheques	tikjuffrouwtjes	polykristallijn	1724	1373	491	108	1	36
12102	3660	geschenkcheques	barjuffrouwtjes	polykristallijn	1724	1373	491	108	1	36
12103	3660	geschenkcheques	badjuffrouwtjes	polykristallijn	1724	1373	491	108	1	36
12104	3660	craqueleachtigs	lewylichaampjes	koffieextractje	1589	1562	491	108	2	90
12105	3660	chequebedragjes	polymelkzuurtje	koffieextractje	1589	1508	491	108	1	36
12106	3660	chequebedragjes	papyruszuiltjes	koffieextractje	1589	1508	491	108	1	36
12107	3660	babyglimlachjes	craqueleachtige	koffieextractje	1589	1562	491	108	2	90
12108	3660	geschenkcheques	wegwerpculturen	koffieextractje	1724	1427	491	108	2	90
12109	3660	geschenkcheques	benzoylperoxide	koffieextractje	1724	1454	491	108	2	117
12110	3660	craqueleachtigs	woestijnlynxjes	klapkauwgumpjes	1589	1508	491	108	1	36
12111	3660	babyglimlachjes	chiquelingetjes	klapkauwgumpjes	1589	1535	491	108	2	63
12112	3660	babyglimlachjes	chequebedragjes	klapkauwgumpjes	1589	1589	491	108	2	117
12113	3660	jacquardmachine	bariumhydroxide	klapkauwgumpjes	1643	1454	491	108	1	36
12114	3660	jacquardmachine	proxyservertjes	klapkauwgumpjes	1643	1481	491	108	2	63
12115	3660	jacquardmachine	babyzwemmertjes	klapkauwgumpjes	1643	1481	491	108	2	63
12116	3660	chequeformulier	proxyservertjes	klapkauwgumpjes	1643	1481	491	108	2	63
12117	3660	chequeformulier	babyzwemmertjes	klapkauwgumpjes	1643	1481	491	108	2	63
12118	3660	chequeformulier	archeopteryxjes	klapkauwgumpjes	1643	1481	491	108	2	63
12119	3660	geschenkcheques	bodybuildertjes	klapkauwgumpjes	1724	1373	491	108	1	36
12120	3660	geschenkcheques	babymaaltijdjes	klapkauwgumpjes	1724	1373	491	108	1	36
12121	3660	lewylichaampjes	chiquelingetjes	kauwgumafzetjes	1562	1535	491	108	1	36
12122	3660	craqueleachtigs	woestijnlynxjes	kauwgumafzetjes	1589	1508	491	108	1	36
12123	3660	chequebedragjes	playbackshowtje	kauwgumafzetjes	1589	1508	491	108	1	36
12124	3660	babyglimlachjes	maaltijdcheques	kauwgumafzetjes	1589	1508	491	108	1	36
12125	3660	babyglimlachjes	perscommuniques	kauwgumafzetjes	1589	1535	491	108	2	63
12126	3660	babyglimlachjes	chequebedragjes	kauwgumafzetjes	1589	1589	491	108	2	117
12127	3660	bouwcuratrixjes	polyglottischen	kauwgumafzetjes	1616	1481	491	108	1	36
12128	3660	jacquardmachine	bariumhydroxide	kauwgumafzetjes	1643	1454	491	108	1	36
12129	3660	jacquardmachine	babyzwemmertjes	kauwgumafzetjes	1643	1481	491	108	2	63
12130	3660	chequeformulier	hexylresorcinol	kauwgumafzetjes	1643	1454	491	108	1	36
12131	3660	chequeformulier	benzoylperoxide	kauwgumafzetjes	1643	1454	491	108	1	36
12132	3660	chequeformulier	babydollachtigs	kauwgumafzetjes	1643	1454	491	108	1	36
12133	3660	chequeformulier	babyzwemmertjes	kauwgumafzetjes	1643	1481	491	108	2	63
12134	3660	geschenkcheques	zwijmelfilmpjes	kauwgumafzetjes	1724	1373	491	108	1	36
12135	3660	geschenkcheques	zenuwsysteempje	kauwgumafzetjes	1724	1373	491	108	1	36
12136	3660	geschenkcheques	polymaaltijdjes	kauwgumafzetjes	1724	1373	491	108	1	36
12137	3660	geschenkcheques	bodypumpstertje	kauwgumafzetjes	1724	1373	491	108	1	36
12138	3660	geschenkcheques	bodybuildertjes	kauwgumafzetjes	1724	1373	491	108	1	36
12139	3660	geschenkcheques	babymaaltijdjes	kauwgumafzetjes	1724	1373	491	108	1	36
12140	3660	geschenkcheques	kaliumhydroxide	kauwgumafzetjes	1724	1481	491	108	2	144
12141	3660	chequebedragjes	lewylichaampjes	geluidenquizzen	1589	1562	491	108	1	90
12142	3660	bouwcuratrixjes	polyglottischen	geluidenquizzen	1616	1481	491	108	1	36
12143	3660	bouwcuratrixjes	lymflichaampjes	geluidenquizzen	1616	1481	491	108	1	36
12144	3660	geschenkcheques	safesexpartytje	geluidenquizzen	1724	1427	491	108	1	90
12145	3660	geschenkcheques	proxyverbinding	geluidenquizzen	1724	1427	491	108	1	90
12146	3660	wetenschapsquiz	snuffelvluchtje	flexowritertjes	1589	1508	491	108	1	36
12147	3660	chequebedragjes	polymelkzuurtje	flexowritertjes	1589	1508	491	108	1	36
12148	3660	chequebedragjes	playbackshowtje	flexowritertjes	1589	1508	491	108	1	36
12149	3660	chequebedragjes	papyruszuiltjes	flexowritertjes	1589	1508	491	108	1	36
12150	3660	babyglimlachjes	chiquelingetjes	flexowritertjes	1589	1535	491	108	2	63
12151	3660	babyglimlachjes	chequebedragjes	flexowritertjes	1589	1589	491	108	2	117
12152	3660	jacquardmachine	vrouwtjesguppys	flexowritertjes	1643	1454	491	108	1	36
12153	3660	jacquardmachine	babyparfummetje	flexowritertjes	1643	1454	491	108	1	36
12154	3660	jacquardmachine	babyglimlachjes	flexowritertjes	1643	1589	491	108	2	171
12155	3660	chequeformulier	schuldafwijzing	flexowritertjes	1643	1454	491	108	1	36
12156	3660	chequeformulier	babyparfummetje	flexowritertjes	1643	1454	491	108	1	36
12157	3660	chequeformulier	lymflichaampjes	flexowritertjes	1643	1481	491	108	2	63
12158	3660	geschenkcheques	vijftigkluizigs	flexowritertjes	1724	1346	491	108	1	9
12159	3660	geschenkcheques	zwijmelfilmpjes	flexowritertjes	1724	1373	491	108	1	36
12160	3660	geschenkcheques	polymaaltijdjes	flexowritertjes	1724	1373	491	108	1	36
12161	3660	geschenkcheques	knuffeltypetjes	flexowritertjes	1724	1373	491	108	1	36
12162	3660	geschenkcheques	babymaaltijdjes	flexowritertjes	1724	1373	491	108	1	36
12163	3660	wetenschapsquiz	vluchtreflexjes	crawlzwemmertje	1589	1562	491	108	2	90
12164	3660	chequebedragjes	polymelkzuurtje	crawlzwemmertje	1589	1508	491	108	1	36
12165	3660	chequebedragjes	papyruszuiltjes	crawlzwemmertje	1589	1508	491	108	1	36
12166	3660	chequeformulier	archeopteryxjes	crawlzwemmertje	1643	1481	491	108	2	63
12167	3660	chequeformulier	playbackshowtje	crawlzwemmertje	1643	1508	491	108	2	90
12168	3660	geschenkcheques	vrouwenlobbytje	crawlzwemmertje	1724	1427	491	108	2	90
12169	3660	geschenkcheques	sportcomplexjes	crawlzwemmertje	1724	1427	491	108	2	90
12170	3660	geschenkcheques	playoffticketje	crawlzwemmertje	1724	1427	491	108	2	90
