[06:18:11] === STREAM CERTIFY mask=(0, 3, 7, 9, 11, 13, 14) lb=2010 vfloor=286 shards=20 dir=/home/bob/programming/scrabble4/experiments/results/oracle_parallel/stream_0379111314_lb2010
[06:39:31]   enum: 20M streamed (15624/s)
[07:02:35]   enum: 40M streamed (15016/s)
[07:16:18]   enum: 60M streamed (17206/s)
[07:24:05]   enum: 80M streamed (20236/s)
[07:34:51]   enum: 100M streamed (21739/s)
[07:42:46]   enum: 120M streamed (23645/s)
[07:51:16]   enum: 140M streamed (25069/s)
[07:59:44]   enum: 160M streamed (26261/s)
[08:17:38]   enum: 180M streamed (25115/s)
[08:26:51]   enum: 200M streamed (25908/s)
[08:36:28]   enum: 220M streamed (26517/s)
[08:48:54]   enum: 240M streamed (26540/s)
[09:01:15]   enum: 260M streamed (26573/s)
[09:18:16]   enum: 280M streamed (25913/s)
[09:22:49] enum DONE: count=282299680 streamed=282299680 capped=False
[09:22:49] launched 20 pinbatch shard workers (PINWALL=5s)
[15:24:44]   solve: 161791172/282299680 (7451/s, ~4.5h left)
[15:25:54]   solve: 162172501/282299680 (7444/s, ~4.5h left)
[15:27:05]   solve: 162637101/282299680 (7442/s, ~4.5h left)
[15:28:15]   solve: 163113187/282299680 (7439/s, ~4.5h left)
[15:29:25]   solve: 163679443/282299680 (7441/s, ~4.4h left)
[15:30:35]   solve: 164382252/282299680 (7450/s, ~4.4h left)
[15:31:45]   solve: 165037954/282299680 (7456/s, ~4.4h left)
[15:32:56]   solve: 165723750/282299680 (7463/s, ~4.3h left)
[15:34:08]   solve: 166707406/282299680 (7483/s, ~4.3h left)
[15:35:19]   solve: 167734900/282299680 (7505/s, ~4.2h left)
[15:36:30]   solve: 168980770/282299680 (7537/s, ~4.2h left)
[15:37:41]   solve: 170356178/282299680 (7574/s, ~4.1h left)
[15:38:52]   solve: 171896061/282299680 (7619/s, ~4.0h left)
[15:40:02]   solve: 173135348/282299680 (7650/s, ~4.0h left)
[15:41:14]   solve: 174643313/282299680 (7692/s, ~3.9h left)
[15:42:24]   solve: 175971051/282299680 (7727/s, ~3.8h left)
[15:43:36]   solve: 177449221/282299680 (7767/s, ~3.7h left)
[15:44:48]   solve: 178375927/282299680 (7783/s, ~3.7h left)
[15:45:59]   solve: 179390982/282299680 (7803/s, ~3.7h left)
[15:47:11]   solve: 180195956/282299680 (7814/s, ~3.6h left)
[15:48:23]   solve: 181061670/282299680 (7827/s, ~3.6h left)
[15:49:34]   solve: 181889310/282299680 (7839/s, ~3.6h left)
[15:50:45]   solve: 182475552/282299680 (7840/s, ~3.5h left)
[15:51:57]   solve: 183233562/282299680 (7848/s, ~3.5h left)
[15:53:08]   solve: 184056902/282299680 (7860/s, ~3.5h left)
[15:54:20]   solve: 184712000/282299680 (7863/s, ~3.4h left)
[15:55:31]   solve: 185819562/282299680 (7887/s, ~3.4h left)
[15:56:42]   solve: 186874419/282299680 (7907/s, ~3.4h left)
[15:57:54]   solve: 187645910/282299680 (7916/s, ~3.3h left)
[15:59:06]   solve: 188524384/282299680 (7929/s, ~3.3h left)
[16:00:18]   solve: 189348601/282299680 (7940/s, ~3.3h left)
[16:01:31]   solve: 190332102/282299680 (7956/s, ~3.2h left)
[16:02:43]   solve: 191283592/282299680 (7972/s, ~3.2h left)
[16:03:56]   solve: 192123286/282299680 (7983/s, ~3.1h left)
[16:05:09]   solve: 193026211/282299680 (7996/s, ~3.1h left)
[16:06:20]   solve: 193949337/282299680 (8011/s, ~3.1h left)
[16:07:32]   solve: 194708410/282299680 (8018/s, ~3.0h left)
[16:08:44]   solve: 195586467/282299680 (8031/s, ~3.0h left)
[16:09:58]   solve: 196357867/282299680 (8038/s, ~3.0h left)
[16:11:11]   solve: 197239350/282299680 (8050/s, ~2.9h left)
[16:12:23]   solve: 198117410/282299680 (8062/s, ~2.9h left)
[16:13:36]   solve: 198913961/282299680 (8071/s, ~2.9h left)
[16:14:48]   solve: 199591899/282299680 (8075/s, ~2.8h left)
[16:16:00]   solve: 200154483/282299680 (8074/s, ~2.8h left)
[16:17:14]   solve: 200671381/282299680 (8071/s, ~2.8h left)
[16:18:27]   solve: 201181092/282299680 (8067/s, ~2.8h left)
[16:19:38]   solve: 201521098/282299680 (8058/s, ~2.8h left)
[16:20:51]   solve: 201937040/282299680 (8051/s, ~2.8h left)
[16:22:03]   solve: 202325954/282299680 (8044/s, ~2.8h left)
[16:23:16]   solve: 202685897/282299680 (8034/s, ~2.8h left)
[16:24:29]   solve: 203038711/282299680 (8025/s, ~2.7h left)
[16:25:42]   solve: 203524842/282299680 (8021/s, ~2.7h left)
[16:26:54]   solve: 204007984/282299680 (8018/s, ~2.7h left)
[16:28:07]   solve: 204444116/282299680 (8012/s, ~2.7h left)
[16:29:21]   solve: 205048910/282299680 (8012/s, ~2.7h left)
[16:30:33]   solve: 205680860/282299680 (8014/s, ~2.7h left)
[16:31:47]   solve: 206452438/282299680 (8021/s, ~2.6h left)
[16:33:00]   solve: 207207130/282299680 (8028/s, ~2.6h left)
[16:34:12]   solve: 207682297/282299680 (8024/s, ~2.6h left)
[16:35:26]   solve: 207987861/282299680 (8013/s, ~2.6h left)
[16:36:40]   solve: 208555624/282299680 (8012/s, ~2.6h left)
[16:37:53]   solve: 209081887/282299680 (8010/s, ~2.5h left)
[16:39:07]   solve: 209548446/282299680 (8005/s, ~2.5h left)
[16:40:19]   solve: 209871832/282299680 (7995/s, ~2.5h left)
[16:41:33]   solve: 210275028/282299680 (7988/s, ~2.5h left)
[16:42:46]   solve: 210685998/282299680 (7981/s, ~2.5h left)
[16:43:59]   solve: 211072492/282299680 (7974/s, ~2.5h left)
[16:45:12]   solve: 211687815/282299680 (7975/s, ~2.5h left)
[16:46:25]   solve: 212188096/282299680 (7972/s, ~2.4h left)
[16:47:38]   solve: 212832717/282299680 (7975/s, ~2.4h left)
[16:48:51]   solve: 213624172/282299680 (7982/s, ~2.4h left)
[16:50:05]   solve: 214486565/282299680 (7993/s, ~2.4h left)
[16:51:20]   solve: 215184175/282299680 (7996/s, ~2.3h left)
[16:52:32]   solve: 215997863/282299680 (8005/s, ~2.3h left)
[16:53:46]   solve: 216513380/282299680 (8002/s, ~2.3h left)
[16:54:59]   solve: 217005634/282299680 (7999/s, ~2.3h left)
[16:56:12]   solve: 217638402/282299680 (8001/s, ~2.2h left)
[16:57:24]   solve: 218219447/282299680 (8001/s, ~2.2h left)
[16:58:37]   solve: 218681877/282299680 (7996/s, ~2.2h left)
[16:59:49]   solve: 219405481/282299680 (8002/s, ~2.2h left)
[17:01:02]   solve: 219805132/282299680 (7995/s, ~2.2h left)
[17:02:14]   solve: 220327664/282299680 (7993/s, ~2.2h left)
[17:03:26]   solve: 220661054/282299680 (7984/s, ~2.1h left)
[17:04:38]   solve: 221079436/282299680 (7979/s, ~2.1h left)
[17:05:50]   solve: 221617655/282299680 (7977/s, ~2.1h left)
[17:07:04]   solve: 222292594/282299680 (7981/s, ~2.1h left)
[17:08:17]   solve: 223019112/282299680 (7986/s, ~2.1h left)
[17:09:29]   solve: 223475217/282299680 (7981/s, ~2.0h left)
[17:10:43]   solve: 224027206/282299680 (7980/s, ~2.0h left)
[17:11:55]   solve: 224436659/282299680 (7974/s, ~2.0h left)
[17:13:08]   solve: 224770612/282299680 (7965/s, ~2.0h left)
[17:14:20]   solve: 225631031/282299680 (7975/s, ~2.0h left)
[17:15:34]   solve: 225924107/282299680 (7965/s, ~2.0h left)
[17:16:47]   solve: 226274819/282299680 (7957/s, ~2.0h left)
[17:18:02]   solve: 226631911/282299680 (7949/s, ~1.9h left)
[17:19:16]   solve: 226920680/282299680 (7938/s, ~1.9h left)
[17:20:29]   solve: 227439970/282299680 (7936/s, ~1.9h left)
[17:21:42]   solve: 227843505/282299680 (7930/s, ~1.9h left)
[17:22:57]   solve: 228490414/282299680 (7932/s, ~1.9h left)
[17:24:09]   solve: 229327775/282299680 (7941/s, ~1.9h left)
[17:25:22]   solve: 229957096/282299680 (7943/s, ~1.8h left)
[17:26:35]   solve: 231031413/282299680 (7959/s, ~1.8h left)
[17:27:49]   solve: 232256453/282299680 (7981/s, ~1.7h left)
[17:29:01]   solve: 233461937/282299680 (8003/s, ~1.7h left)
[17:30:15]   solve: 234742250/282299680 (8026/s, ~1.6h left)
[17:31:30]   solve: 236222073/282299680 (8056/s, ~1.6h left)
[17:32:46]   solve: 237552170/282299680 (8081/s, ~1.5h left)
[17:33:59]   solve: 238912427/282299680 (8107/s, ~1.5h left)
[17:35:13]   solve: 240648738/282299680 (8146/s, ~1.4h left)
[17:36:27]   solve: 242352514/282299680 (8183/s, ~1.4h left)
[17:37:42]   solve: 243517065/282299680 (8201/s, ~1.3h left)
[17:38:56]   solve: 245087834/282299680 (8234/s, ~1.3h left)
[17:40:10]   solve: 246645885/282299680 (8265/s, ~1.2h left)
[17:41:25]   solve: 248028000/282299680 (8291/s, ~1.1h left)
[17:42:39]   solve: 249394889/282299680 (8316/s, ~1.1h left)
[17:43:54]   solve: 250963878/282299680 (8347/s, ~1.0h left)
[17:45:10]   solve: 251931619/282299680 (8359/s, ~1.0h left)
[17:46:26]   solve: 253272495/282299680 (8382/s, ~1.0h left)
[17:47:41]   solve: 254366436/282299680 (8397/s, ~0.9h left)
[17:48:54]   solve: 255206856/282299680 (8405/s, ~0.9h left)
[17:50:10]   solve: 256149597/282299680 (8415/s, ~0.9h left)
[17:51:26]   solve: 256910351/282299680 (8419/s, ~0.8h left)
[17:52:41]   solve: 257638124/282299680 (8422/s, ~0.8h left)
[17:53:55]   solve: 258510204/282299680 (8430/s, ~0.8h left)
[17:55:12]   solve: 259529658/282299680 (8442/s, ~0.7h left)
[17:56:28]   solve: 260369824/282299680 (8449/s, ~0.7h left)
[17:57:44]   solve: 261225141/282299680 (8455/s, ~0.7h left)
[17:58:59]   solve: 261755633/282299680 (8452/s, ~0.7h left)
[18:00:16]   solve: 262408418/282299680 (8452/s, ~0.7h left)
[18:01:31]   solve: 263160639/282299680 (8456/s, ~0.6h left)
[18:02:47]   solve: 264057095/282299680 (8464/s, ~0.6h left)
[18:04:02]   solve: 264992804/282299680 (8474/s, ~0.6h left)
[18:05:19]   solve: 265800830/282299680 (8479/s, ~0.5h left)
[18:06:34]   solve: 266648874/282299680 (8485/s, ~0.5h left)
[18:07:49]   solve: 267680406/282299680 (8498/s, ~0.5h left)
[18:09:05]   solve: 268617007/282299680 (8507/s, ~0.4h left)
[18:10:21]   solve: 269747609/282299680 (8522/s, ~0.4h left)
[18:11:38]   solve: 271127320/282299680 (8545/s, ~0.4h left)
[18:12:54]   solve: 272549673/282299680 (8569/s, ~0.3h left)
[18:14:09]   solve: 273806716/282299680 (8589/s, ~0.3h left)
[18:15:24]   solve: 275243714/282299680 (8614/s, ~0.2h left)
[18:16:39]   solve: 276192705/282299680 (8623/s, ~0.2h left)
[18:17:55]   solve: 277273163/282299680 (8636/s, ~0.2h left)
[18:19:10]   solve: 278410473/282299680 (8651/s, ~0.1h left)
[18:20:25]   solve: 279323972/282299680 (8660/s, ~0.1h left)
[18:21:39]   solve: 280286292/282299680 (8670/s, ~0.1h left)
[18:22:54]   solve: 281004713/282299680 (8672/s, ~0.0h left)
[18:24:09]   solve: 281657900/282299680 (8672/s, ~0.0h left)
[18:25:24]   solve: 282034754/282299680 (8664/s, ~0.0h left)
[18:26:38]   solve: 282183471/282299680 (8648/s, ~0.0h left)
[18:27:52]   solve: 282299680/282299680 (8632/s, ~0.0h left)
[18:27:52] all shard workers done
[18:30:58] collect: LE=282260341 MAX=0 TO=39339 odd=0; hard=39339
[18:30:58] re-deciding 39339 hard combos via CP-SAT (cap 1200) ...
